s_id,sex,age_2017,w_id,stimulus,translation_en,translation_ru,stimulus_source,class
6,m,13,38,arkom,spoon,ложка,native,b
6,m,13,40,zaʒiɡalka,lighter,зажигалка,loan,b
6,m,13,41,sputnʲik,satellite,спутник,loan,b
6,m,13,42,zar,ice,лед,native,r
6,m,13,43,bil,mountain,гора,native,b
6,m,13,44,provod,wire,провод,loan,r
6,m,13,46,tɬ'ir,bridge,мост,native,b
6,m,13,47,salfʲetka,napkin,салфетка,loan,r
6,m,13,48,awʔara,hat,шапка,native,b
6,m,13,49,aptsʲeka,pharmacy,аптека,loan,b
6,m,13,51,ts'umur,fork,вилка,native,b
6,m,13,52,ħetʃ'ink'a,maize,кукуруза,native,r
6,m,13,53,anzi,snow,снег,native,r
6,m,13,55,bint,bandage,бинт,loan,b
6,m,13,56,hints'u,door,дверь,native,r
6,m,13,57,rok'o,heart,сердце,native,r
6,m,13,59,enʃːur,flour,мука,native,r
6,m,13,60,kolʲaska,perambulator,коляска,loan,r
6,m,13,61,planʲeta,planet,планета,loan,b
6,m,13,62,romaʃka,camomile,ромашка,loan,r
6,m,13,63,tarif,tariff,тариф,loan,b
6,m,13,64,antena,antenna,антенна,loan,b
6,m,13,65,maʃina,car,машина,loan,b
6,m,13,66,inχi,river,река,native,b
6,m,13,67,moʁortʃ'u,tail,хвост,native,b
6,m,13,68,nitʃo,scythe,коса,native,b
6,m,13,69,dʒinsɨ,jeans,джинсы,loan,r
6,m,13,70,ɡol,goal,гол,loan,r
6,m,13,71,kometa,comet,комета,loan,b
6,m,13,72,lift,lift,лифт,loan,r
6,m,13,73,mijar,head,голова,native,r
6,m,13,75,plastɨrʲ,plaster,пластырь,loan,b
6,m,13,76,zarʲadka,charging,зарядка,loan,b
6,m,13,77,banan,banana,банан,loan,b
6,m,13,78,ts'ːa,star,звезда,native,r
6,m,13,79,hunts'ːi,honey,мед,native,r
6,m,13,80,linʲejka,ruler,линейка,loan,r
6,m,13,81,intʃi,apple,яблоко,native,b
6,m,13,82,sol,tooth,зуб,native,r
6,m,13,83,sumka,bag,сумка,loan,b
6,m,13,84,radio,radio,радио,loan,b
6,m,13,85,reʃa,tree,дерево,native,r
6,m,13,86,tsʲelʲevʲizor,TV,телевизор,loan,b
6,m,13,89,"ʔʷen, ʁʷen",horn,рог,native,b
6,m,13,91,ʃĩwũ,milk,молоко,native,r
6,m,13,92,ɬen,water,вода,native,r
6,m,13,93,ritɬ'i,meat,мясо,native,b
6,m,13,95,ʁan,flat cake,лепешка,native,b
6,m,13,96,bank,bank,банк,loan,b
6,m,13,97,bilet,ticket,билет,loan,b
6,m,13,98,raketa,rocket,ракета,loan,r
6,m,13,100,za,fist,кулак,native,b
6,m,13,101,paket,package,пакет,loan,r
6,m,13,102,reɬo,sea,море,native,r
6,m,13,103,qχota,hand palm,ладонь,native,r
6,m,13,104,samolʲot,aeroplane,самолет,loan,b
6,m,13,105,rozʲetka,socket,розетка,loan,b
7,m,19,1,milki,hous,дом,native,b
7,m,19,2,vaɡon,train wagon,вагон,loan,r
7,m,19,3,inɡur,window,окно,native,b
7,m,19,4,ʁats'a,grasshopper,кузнечик,native,b
7,m,19,5,iʃkapi,cabinet,шкаф,loan,b
7,m,19,6,haq'u,room,комната,native,r
7,m,19,7,tʃ'ami,cheese,сыр,native,r
7,m,19,8,batarejka,battery,батарейка,loan,b
7,m,19,9,beʒun,needle,игла,native,b
7,m,19,10,kompjuter,computer,компьютер,loan,b
7,m,19,12,riʒi,face,лицо,native,r
7,m,19,13,ts'a,fire,огонь,native,r
7,m,19,14,priʃepka,clothes-peg,прищепка,loan,b
7,m,19,15,awʔal,nut,орех,native,r
7,m,19,16,kirpitʃ,brick,кирпич,loan,b
7,m,19,17,χur,"field, vegetable garden","поле, огород",native,r
7,m,19,18,tʃ'itʃ'om,pebble,камешек,native,b
7,m,19,21,simkarta,SIM,сим-карта,loan,r
7,m,19,22,kots'i,besom,метла,native,b
7,m,19,23,ala,lid,крышка,native,r
7,m,19,24,zatʃetka,student's record-book,зачетка,loan,r
7,m,19,25,q'en,wall,стена,native,b
7,m,19,27,ts'iq'u,hoar frost,иней,native,b
7,m,19,29,hark'u,eye,глаз,native,b
7,m,19,30,rekun,thread,нитка,native,r
7,m,19,31,kredit,сredit,кредит,loan,b
7,m,19,32,roʃon,rope,веревка,native,r
7,m,19,33,ɡurdo,shirt,рубашка,native,r
7,m,19,34,ɬol,horseshoe,подкова,native,r
7,m,19,35,tatʃka,wheelbarrow,тачка,loan,r
7,m,19,36,pult,remote control,пульт,loan,b
7,m,19,37,telefon,telephon,телефон,loan,r
7,m,19,38,arkom,spoon,ложка,native,b
7,m,19,40,zaʒiɡalka,lighter,зажигалка,loan,b
7,m,19,41,sputnʲik,satellite,спутник,loan,b
7,m,19,42,zar,ice,лед,native,r
7,m,19,43,bil,mountain,гора,native,b
7,m,19,44,provod,wire,провод,loan,r
7,m,19,46,tɬ'ir,bridge,мост,native,b
7,m,19,47,salfʲetka,napkin,салфетка,loan,r
7,m,19,48,awʔara,hat,шапка,native,b
7,m,19,49,aptsʲeka,pharmacy,аптека,loan,b
7,m,19,51,ts'umur,fork,вилка,native,b
7,m,19,52,ħetʃ'ink'a,maize,кукуруза,native,r
7,m,19,53,anzi,snow,снег,native,r
7,m,19,55,bint,bandage,бинт,loan,b
7,m,19,56,hints'u,door,дверь,native,r
7,m,19,57,rok'o,heart,сердце,native,r
7,m,19,59,enʃːur,flour,мука,native,r
7,m,19,60,kolʲaska,perambulator,коляска,loan,r
7,m,19,61,planʲeta,planet,планета,loan,b
7,m,19,62,romaʃka,camomile,ромашка,loan,r
7,m,19,63,tarif,tariff,тариф,loan,b
7,m,19,64,antena,antenna,антенна,loan,r
7,m,19,65,maʃina,car,машина,loan,b
7,m,19,66,inχi,river,река,native,b
7,m,19,67,moʁortʃ'u,tail,хвост,native,b
7,m,19,68,nitʃo,scythe,коса,native,b
7,m,19,69,dʒinsɨ,jeans,джинсы,loan,r
7,m,19,70,ɡol,goal,гол,loan,r
7,m,19,71,kometa,comet,комета,loan,r
7,m,19,72,lift,lift,лифт,loan,b
7,m,19,73,mijar,head,голова,native,r
7,m,19,75,plastɨrʲ,plaster,пластырь,loan,b
7,m,19,76,zarʲadka,charging,зарядка,loan,b
7,m,19,77,banan,banana,банан,loan,b
7,m,19,78,ts'ːa,star,звезда,native,r
7,m,19,79,hunts'ːi,honey,мед,native,r
7,m,19,80,linʲejka,ruler,линейка,loan,r
7,m,19,81,intʃi,apple,яблоко,native,b
7,m,19,82,sol,tooth,зуб,native,r
7,m,19,83,sumka,bag,сумка,loan,b
7,m,19,84,radio,radio,радио,loan,b
7,m,19,85,reʃa,tree,дерево,native,r
7,m,19,86,tsʲelʲevʲizor,TV,телевизор,loan,b
7,m,19,89,"ʔʷen, ʁʷen",horn,рог,native,b
7,m,19,91,ʃĩwũ,milk,молоко,native,r
7,m,19,92,ɬen,water,вода,native,r
7,m,19,93,ritɬ'i,meat,мясо,native,b
7,m,19,95,ʁan,flat cake,лепешка,native,b
7,m,19,96,bank,bank,банк,loan,b
7,m,19,97,bilet,ticket,билет,loan,r
7,m,19,98,raketa,rocket,ракета,loan,b
7,m,19,100,za,fist,кулак,native,b
7,m,19,101,paket,package,пакет,loan,r
7,m,19,102,reɬo,sea,море,native,r
7,m,19,103,qχota,hand palm,ладонь,native,r
7,m,19,104,samolʲot,aeroplane,самолет,loan,b
7,m,19,105,rozʲetka,socket,розетка,loan,b
8,f,29,1,milki,hous,дом,native,b
8,f,29,2,vaɡon,train wagon,вагон,loan,r
8,f,29,3,inɡur,window,окно,native,b
8,f,29,4,ʁats'a,grasshopper,кузнечик,native,b
8,f,29,5,iʃkapi,cabinet,шкаф,loan,b
8,f,29,6,haq'u,room,комната,native,r
8,f,29,7,tʃ'ami,cheese,сыр,native,r
8,f,29,8,batarejka,battery,батарейка,loan,b
8,f,29,9,beʒun,needle,игла,native,b
8,f,29,10,kompjuter,computer,компьютер,loan,b
8,f,29,12,riʒi,face,лицо,native,r
8,f,29,13,ts'a,fire,огонь,native,r
8,f,29,14,priʃepka,clothes-peg,прищепка,loan,b
8,f,29,15,awʔal,nut,орех,native,r
8,f,29,16,kirpitʃ,brick,кирпич,loan,b
8,f,29,17,χur,"field, vegetable garden","поле, огород",native,r
8,f,29,18,tʃ'itʃ'om,pebble,камешек,native,b
8,f,29,21,simkarta,SIM,сим-карта,loan,r
8,f,29,22,kots'i,besom,метла,native,b
8,f,29,23,ala,lid,крышка,native,r
8,f,29,24,zatʃetka,student's record-book,зачетка,loan,b
8,f,29,25,q'en,wall,стена,native,b
8,f,29,27,ts'iq'u,hoar frost,иней,native,b
8,f,29,29,hark'u,eye,глаз,native,b
8,f,29,30,rekun,thread,нитка,native,r
8,f,29,31,kredit,сredit,кредит,loan,b
8,f,29,32,roʃon,rope,веревка,native,r
8,f,29,33,ɡurdo,shirt,рубашка,native,r
8,f,29,34,ɬol,horseshoe,подкова,native,r
8,f,29,35,tatʃka,wheelbarrow,тачка,loan,r
8,f,29,36,pult,remote control,пульт,loan,b
8,f,29,37,telefon,telephon,телефон,loan,r
8,f,29,38,arkom,spoon,ложка,native,b
8,f,29,40,zaʒiɡalka,lighter,зажигалка,loan,b
8,f,29,41,sputnʲik,satellite,спутник,loan,r
8,f,29,42,zar,ice,лед,native,r
8,f,29,43,bil,mountain,гора,native,b
8,f,29,44,provod,wire,провод,loan,b
8,f,29,46,tɬ'ir,bridge,мост,native,b
8,f,29,47,salfʲetka,napkin,салфетка,loan,r
8,f,29,48,awʔara,hat,шапка,native,b
8,f,29,49,aptsʲeka,pharmacy,аптека,loan,b
8,f,29,51,ts'umur,fork,вилка,native,b
8,f,29,52,ħetʃ'ink'a,maize,кукуруза,native,r
8,f,29,53,anzi,snow,снег,native,r
8,f,29,55,bint,bandage,бинт,loan,b
8,f,29,56,hints'u,door,дверь,native,r
8,f,29,57,rok'o,heart,сердце,native,r
8,f,29,59,enʃːur,flour,мука,native,r
8,f,29,60,kolʲaska,perambulator,коляска,loan,r
8,f,29,61,planʲeta,planet,планета,loan,b
8,f,29,62,romaʃka,camomile,ромашка,loan,r
8,f,29,63,tarif,tariff,тариф,loan,b
8,f,29,64,antena,antenna,антенна,loan,b
8,f,29,65,maʃina,car,машина,loan,b
8,f,29,66,inχi,river,река,native,b
8,f,29,67,moʁortʃ'u,tail,хвост,native,b
8,f,29,68,nitʃo,scythe,коса,native,b
8,f,29,69,dʒinsɨ,jeans,джинсы,loan,r
8,f,29,70,ɡol,goal,гол,loan,r
8,f,29,71,kometa,comet,комета,loan,r
8,f,29,72,lift,lift,лифт,loan,b
8,f,29,73,mijar,head,голова,native,r
8,f,29,75,plastɨrʲ,plaster,пластырь,loan,b
8,f,29,76,zarʲadka,charging,зарядка,loan,b
8,f,29,77,banan,banana,банан,loan,b
8,f,29,78,ts'ːa,star,звезда,native,r
8,f,29,79,hunts'ːi,honey,мед,native,r
8,f,29,80,linʲejka,ruler,линейка,loan,r
8,f,29,81,intʃi,apple,яблоко,native,b
8,f,29,82,sol,tooth,зуб,native,r
8,f,29,83,sumka,bag,сумка,loan,b
8,f,29,84,radio,radio,радио,loan,b
8,f,29,85,reʃa,tree,дерево,native,r
8,f,29,86,tsʲelʲevʲizor,TV,телевизор,loan,b
8,f,29,89,"ʔʷen, ʁʷen",horn,рог,native,b
8,f,29,91,ʃĩwũ,milk,молоко,native,r
8,f,29,92,ɬen,water,вода,native,r
8,f,29,93,ritɬ'i,meat,мясо,native,b
8,f,29,95,ʁan,flat cake,лепешка,native,b
8,f,29,96,bank,bank,банк,loan,b
8,f,29,97,bilet,ticket,билет,loan,r
8,f,29,98,raketa,rocket,ракета,loan,b
8,f,29,100,za,fist,кулак,native,b
8,f,29,101,paket,package,пакет,loan,r
8,f,29,102,reɬo,sea,море,native,r
8,f,29,103,qχota,hand palm,ладонь,native,r
8,f,29,104,samolʲot,aeroplane,самолет,loan,b
8,f,29,105,rozʲetka,socket,розетка,loan,b
9,f,23,1,milki,hous,дом,native,b
9,f,23,2,vaɡon,train wagon,вагон,loan,b
9,f,23,3,inɡur,window,окно,native,b
9,f,23,4,ʁats'a,grasshopper,кузнечик,native,b
9,f,23,5,iʃkapi,cabinet,шкаф,loan,b
9,f,23,6,haq'u,room,комната,native,r
9,f,23,7,tʃ'ami,cheese,сыр,native,r
9,f,23,8,batarejka,battery,батарейка,loan,b
9,f,23,9,beʒun,needle,игла,native,b
9,f,23,10,kompjuter,computer,компьютер,loan,b
9,f,23,12,riʒi,face,лицо,native,r
9,f,23,13,ts'a,fire,огонь,native,r
9,f,23,14,priʃepka,clothes-peg,прищепка,loan,b
9,f,23,15,awʔal,nut,орех,native,r
9,f,23,16,kirpitʃ,brick,кирпич,loan,b
9,f,23,17,χur,"field, vegetable garden","поле, огород",native,r
9,f,23,18,tʃ'itʃ'om,pebble,камешек,native,b
9,f,23,21,simkarta,SIM,сим-карта,loan,r
9,f,23,22,kots'i,besom,метла,native,b
9,f,23,23,ala,lid,крышка,native,r
9,f,23,24,zatʃetka,student's record-book,зачетка,loan,r
9,f,23,25,q'en,wall,стена,native,b
9,f,23,27,ts'iq'u,hoar frost,иней,native,b
9,f,23,29,hark'u,eye,глаз,native,b
9,f,23,30,rekun,thread,нитка,native,r
9,f,23,31,kredit,сredit,кредит,loan,b
9,f,23,32,roʃon,rope,веревка,native,r
9,f,23,33,ɡurdo,shirt,рубашка,native,r
9,f,23,34,ɬol,horseshoe,подкова,native,r
9,f,23,35,tatʃka,wheelbarrow,тачка,loan,r
9,f,23,36,pult,remote control,пульт,loan,b
9,f,23,37,telefon,telephon,телефон,loan,r
9,f,23,38,arkom,spoon,ложка,native,b
9,f,23,40,zaʒiɡalka,lighter,зажигалка,loan,b
9,f,23,41,sputnʲik,satellite,спутник,loan,r
9,f,23,42,zar,ice,лед,native,r
9,f,23,43,bil,mountain,гора,native,b
9,f,23,44,provod,wire,провод,loan,b
9,f,23,46,tɬ'ir,bridge,мост,native,b
9,f,23,47,salfʲetka,napkin,салфетка,loan,r
9,f,23,48,awʔara,hat,шапка,native,b
9,f,23,49,aptsʲeka,pharmacy,аптека,loan,b
9,f,23,51,ts'umur,fork,вилка,native,b
9,f,23,52,ħetʃ'ink'a,maize,кукуруза,native,r
9,f,23,53,anzi,snow,снег,native,r
9,f,23,55,bint,bandage,бинт,loan,b
9,f,23,56,hints'u,door,дверь,native,r
9,f,23,57,rok'o,heart,сердце,native,r
9,f,23,59,enʃːur,flour,мука,native,r
9,f,23,60,kolʲaska,perambulator,коляска,loan,r
9,f,23,61,planʲeta,planet,планета,loan,b
9,f,23,62,romaʃka,camomile,ромашка,loan,r
9,f,23,63,tarif,tariff,тариф,loan,b
9,f,23,64,antena,antenna,антенна,loan,r
9,f,23,65,maʃina,car,машина,loan,b
9,f,23,66,inχi,river,река,native,b
9,f,23,67,moʁortʃ'u,tail,хвост,native,b
9,f,23,68,nitʃo,scythe,коса,native,b
9,f,23,69,dʒinsɨ,jeans,джинсы,loan,r
9,f,23,70,ɡol,goal,гол,loan,r
9,f,23,71,kometa,comet,комета,loan,b
9,f,23,72,lift,lift,лифт,loan,b
9,f,23,73,mijar,head,голова,native,r
9,f,23,75,plastɨrʲ,plaster,пластырь,loan,b
9,f,23,76,zarʲadka,charging,зарядка,loan,b
9,f,23,77,banan,banana,банан,loan,b
9,f,23,78,ts'ːa,star,звезда,native,r
9,f,23,79,hunts'ːi,honey,мед,native,r
9,f,23,80,linʲejka,ruler,линейка,loan,r
9,f,23,81,intʃi,apple,яблоко,native,b
9,f,23,82,sol,tooth,зуб,native,r
9,f,23,83,sumka,bag,сумка,loan,b
9,f,23,84,radio,radio,радио,loan,b
9,f,23,85,reʃa,tree,дерево,native,r
9,f,23,86,tsʲelʲevʲizor,TV,телевизор,loan,b
9,f,23,89,"ʔʷen, ʁʷen",horn,рог,native,b
9,f,23,91,ʃĩwũ,milk,молоко,native,r
9,f,23,92,ɬen,water,вода,native,r
9,f,23,93,ritɬ'i,meat,мясо,native,b
9,f,23,95,ʁan,flat cake,лепешка,native,b
9,f,23,96,bank,bank,банк,loan,b
9,f,23,97,bilet,ticket,билет,loan,r
9,f,23,98,raketa,rocket,ракета,loan,b
9,f,23,100,za,fist,кулак,native,b
9,f,23,101,paket,package,пакет,loan,r
9,f,23,102,reɬo,sea,море,native,r
9,f,23,103,qχota,hand palm,ладонь,native,r
9,f,23,104,samolʲot,aeroplane,самолет,loan,b
9,f,23,105,rozʲetka,socket,розетка,loan,b
10,m,60,1,milki,hous,дом,native,b
10,m,60,2,vaɡon,train wagon,вагон,loan,b
10,m,60,3,inɡur,window,окно,native,b
10,m,60,4,ʁats'a,grasshopper,кузнечик,native,b
10,m,60,5,iʃkapi,cabinet,шкаф,loan,b
10,m,60,6,haq'u,room,комната,native,r
10,m,60,7,tʃ'ami,cheese,сыр,native,r
10,m,60,8,batarejka,battery,батарейка,loan,b
10,m,60,9,beʒun,needle,игла,native,b
10,m,60,10,kompjuter,computer,компьютер,loan,b
10,m,60,12,riʒi,face,лицо,native,r
10,m,60,13,ts'a,fire,огонь,native,r
10,m,60,14,priʃepka,clothes-peg,прищепка,loan,b
10,m,60,15,awʔal,nut,орех,native,r
10,m,60,16,kirpitʃ,brick,кирпич,loan,b
10,m,60,17,χur,"field, vegetable garden","поле, огород",native,r
10,m,60,18,tʃ'itʃ'om,pebble,камешек,native,b
10,m,60,21,simkarta,SIM,сим-карта,loan,b
10,m,60,22,kots'i,besom,метла,native,b
10,m,60,23,ala,lid,крышка,native,r
10,m,60,24,zatʃetka,student's record-book,зачетка,loan,r
10,m,60,25,q'en,wall,стена,native,b
10,m,60,27,ts'iq'u,hoar frost,иней,native,b
10,m,60,29,hark'u,eye,глаз,native,b
10,m,60,30,rekun,thread,нитка,native,r
10,m,60,31,kredit,сredit,кредит,loan,b
10,m,60,32,roʃon,rope,веревка,native,r
10,m,60,33,ɡurdo,shirt,рубашка,native,r
10,m,60,34,ɬol,horseshoe,подкова,native,r
10,m,60,35,tatʃka,wheelbarrow,тачка,loan,r
10,m,60,36,pult,remote control,пульт,loan,b
10,m,60,37,telefon,telephon,телефон,loan,r
10,m,60,38,arkom,spoon,ложка,native,b
10,m,60,40,zaʒiɡalka,lighter,зажигалка,loan,b
10,m,60,41,sputnʲik,satellite,спутник,loan,b
10,m,60,42,zar,ice,лед,native,r
10,m,60,43,bil,mountain,гора,native,b
10,m,60,44,provod,wire,провод,loan,r
10,m,60,46,tɬ'ir,bridge,мост,native,r
10,m,60,47,salfʲetka,napkin,салфетка,loan,r
10,m,60,48,awʔara,hat,шапка,native,b
10,m,60,49,aptsʲeka,pharmacy,аптека,loan,b
10,m,60,51,ts'umur,fork,вилка,native,b
10,m,60,52,ħetʃ'ink'a,maize,кукуруза,native,r
10,m,60,53,anzi,snow,снег,native,r
10,m,60,55,bint,bandage,бинт,loan,b
10,m,60,56,hints'u,door,дверь,native,r
10,m,60,57,rok'o,heart,сердце,native,r
10,m,60,59,enʃːur,flour,мука,native,r
10,m,60,60,kolʲaska,perambulator,коляска,loan,r
10,m,60,61,planʲeta,planet,планета,loan,b
10,m,60,62,romaʃka,camomile,ромашка,loan,r
10,m,60,63,tarif,tariff,тариф,loan,b
10,m,60,64,antena,antenna,антенна,loan,r
10,m,60,65,maʃina,car,машина,loan,b
10,m,60,66,inχi,river,река,native,b
10,m,60,67,moʁortʃ'u,tail,хвост,native,b
10,m,60,68,nitʃo,scythe,коса,native,b
10,m,60,69,dʒinsɨ,jeans,джинсы,loan,r
10,m,60,70,ɡol,goal,гол,loan,r
10,m,60,71,kometa,comet,комета,loan,b
10,m,60,72,lift,lift,лифт,loan,b
10,m,60,73,mijar,head,голова,native,r
10,m,60,75,plastɨrʲ,plaster,пластырь,loan,r
10,m,60,76,zarʲadka,charging,зарядка,loan,b
10,m,60,77,banan,banana,банан,loan,b
10,m,60,78,ts'ːa,star,звезда,native,r
10,m,60,79,hunts'ːi,honey,мед,native,r
10,m,60,80,linʲejka,ruler,линейка,loan,r
10,m,60,81,intʃi,apple,яблоко,native,b
10,m,60,82,sol,tooth,зуб,native,r
10,m,60,83,sumka,bag,сумка,loan,b
10,m,60,84,radio,radio,радио,loan,b
10,m,60,85,reʃa,tree,дерево,native,r
10,m,60,86,tsʲelʲevʲizor,TV,телевизор,loan,b
10,m,60,89,"ʔʷen, ʁʷen",horn,рог,native,b
10,m,60,91,ʃĩwũ,milk,молоко,native,r
10,m,60,92,ɬen,water,вода,native,r
10,m,60,93,ritɬ'i,meat,мясо,native,b
10,m,60,95,ʁan,flat cake,лепешка,native,b
10,m,60,96,bank,bank,банк,loan,b
10,m,60,97,bilet,ticket,билет,loan,r
10,m,60,98,raketa,rocket,ракета,loan,b
10,m,60,100,za,fist,кулак,native,b
10,m,60,101,paket,package,пакет,loan,r
10,m,60,102,reɬo,sea,море,native,r
10,m,60,103,qχota,hand palm,ладонь,native,r
10,m,60,104,samolʲot,aeroplane,самолет,loan,b
10,m,60,105,rozʲetka,socket,розетка,loan,b
11,m,16,1,milki,hous,дом,native,b
11,m,16,2,vaɡon,train wagon,вагон,loan,r
11,m,16,3,inɡur,window,окно,native,b
11,m,16,4,ʁats'a,grasshopper,кузнечик,native,b
11,m,16,5,iʃkapi,cabinet,шкаф,loan,b
11,m,16,6,haq'u,room,комната,native,r
11,m,16,7,tʃ'ami,cheese,сыр,native,r
11,m,16,8,batarejka,battery,батарейка,loan,b
11,m,16,9,beʒun,needle,игла,native,b
11,m,16,10,kompjuter,computer,компьютер,loan,b
11,m,16,12,riʒi,face,лицо,native,r
11,m,16,13,ts'a,fire,огонь,native,r
11,m,16,14,priʃepka,clothes-peg,прищепка,loan,b
11,m,16,15,awʔal,nut,орех,native,r
11,m,16,16,kirpitʃ,brick,кирпич,loan,b
11,m,16,17,χur,"field, vegetable garden","поле, огород",native,r
11,m,16,18,tʃ'itʃ'om,pebble,камешек,native,b
11,m,16,21,simkarta,SIM,сим-карта,loan,r
11,m,16,22,kots'i,besom,метла,native,b
11,m,16,23,ala,lid,крышка,native,r
11,m,16,24,zatʃetka,student's record-book,зачетка,loan,r
11,m,16,25,q'en,wall,стена,native,b
11,m,16,27,ts'iq'u,hoar frost,иней,native,r
11,m,16,29,hark'u,eye,глаз,native,b
11,m,16,30,rekun,thread,нитка,native,r
11,m,16,31,kredit,сredit,кредит,loan,b
11,m,16,32,roʃon,rope,веревка,native,r
11,m,16,33,ɡurdo,shirt,рубашка,native,r
11,m,16,34,ɬol,horseshoe,подкова,native,r
11,m,16,35,tatʃka,wheelbarrow,тачка,loan,r
11,m,16,36,pult,remote control,пульт,loan,b
11,m,16,37,telefon,telephon,телефон,loan,r
11,m,16,38,arkom,spoon,ложка,native,b
11,m,16,40,zaʒiɡalka,lighter,зажигалка,loan,b
11,m,16,41,sputnʲik,satellite,спутник,loan,r
11,m,16,42,zar,ice,лед,native,r
11,m,16,43,bil,mountain,гора,native,b
11,m,16,44,provod,wire,провод,loan,r
11,m,16,46,tɬ'ir,bridge,мост,native,b
11,m,16,47,salfʲetka,napkin,салфетка,loan,r
11,m,16,48,awʔara,hat,шапка,native,b
11,m,16,49,aptsʲeka,pharmacy,аптека,loan,b
11,m,16,51,ts'umur,fork,вилка,native,b
11,m,16,52,ħetʃ'ink'a,maize,кукуруза,native,r
11,m,16,53,anzi,snow,снег,native,r
11,m,16,55,bint,bandage,бинт,loan,b
11,m,16,56,hints'u,door,дверь,native,r
11,m,16,57,rok'o,heart,сердце,native,r
11,m,16,59,enʃːur,flour,мука,native,r
11,m,16,60,kolʲaska,perambulator,коляска,loan,r
11,m,16,61,planʲeta,planet,планета,loan,b
11,m,16,62,romaʃka,camomile,ромашка,loan,r
11,m,16,63,tarif,tariff,тариф,loan,b
11,m,16,64,antena,antenna,антенна,loan,r
11,m,16,65,maʃina,car,машина,loan,b
11,m,16,66,inχi,river,река,native,b
11,m,16,67,moʁortʃ'u,tail,хвост,native,b
11,m,16,68,nitʃo,scythe,коса,native,b
11,m,16,69,dʒinsɨ,jeans,джинсы,loan,r
11,m,16,70,ɡol,goal,гол,loan,r
11,m,16,71,kometa,comet,комета,loan,b
11,m,16,72,lift,lift,лифт,loan,b
11,m,16,73,mijar,head,голова,native,r
11,m,16,75,plastɨrʲ,plaster,пластырь,loan,r
