s_id,sex,age_2017,w_id,stimulus,translation_en,translation_ru,stimulus_source,class
11,m,16,76,zarʲadka,charging,зарядка,loan,r
11,m,16,77,banan,banana,банан,loan,b
11,m,16,78,ts'ːa,star,звезда,native,r
11,m,16,79,hunts'ːi,honey,мед,native,r
11,m,16,80,linʲejka,ruler,линейка,loan,r
11,m,16,81,intʃi,apple,яблоко,native,b
11,m,16,82,sol,tooth,зуб,native,r
11,m,16,83,sumka,bag,сумка,loan,b
11,m,16,84,radio,radio,радио,loan,b
11,m,16,85,reʃa,tree,дерево,native,r
11,m,16,86,tsʲelʲevʲizor,TV,телевизор,loan,b
11,m,16,89,"ʔʷen, ʁʷen",horn,рог,native,b
11,m,16,91,ʃĩwũ,milk,молоко,native,r
11,m,16,92,ɬen,water,вода,native,r
11,m,16,93,ritɬ'i,meat,мясо,native,b
11,m,16,95,ʁan,flat cake,лепешка,native,b
11,m,16,96,bank,bank,банк,loan,b
11,m,16,97,bilet,ticket,билет,loan,r
11,m,16,98,raketa,rocket,ракета,loan,r
11,m,16,100,za,fist,кулак,native,b
11,m,16,101,paket,package,пакет,loan,b
11,m,16,102,reɬo,sea,море,native,r
11,m,16,103,qχota,hand palm,ладонь,native,r
11,m,16,104,samolʲot,aeroplane,самолет,loan,b
11,m,16,105,rozʲetka,socket,розетка,loan,b
12,f,32,1,milki,hous,дом,native,b
12,f,32,2,vaɡon,train wagon,вагон,loan,b
12,f,32,3,inɡur,window,окно,native,r
12,f,32,4,ʁats'a,grasshopper,кузнечик,native,b
12,f,32,5,iʃkapi,cabinet,шкаф,loan,b
12,f,32,6,haq'u,room,комната,native,r
12,f,32,7,tʃ'ami,cheese,сыр,native,r
12,f,32,8,batarejka,battery,батарейка,loan,b
12,f,32,9,beʒun,needle,игла,native,b
12,f,32,10,kompjuter,computer,компьютер,loan,b
12,f,32,12,riʒi,face,лицо,native,r
12,f,32,13,ts'a,fire,огонь,native,r
12,f,32,14,priʃepka,clothes-peg,прищепка,loan,b
12,f,32,15,awʔal,nut,орех,native,r
12,f,32,16,kirpitʃ,brick,кирпич,loan,b
12,f,32,17,χur,"field, vegetable garden","поле, огород",native,b
12,f,32,18,tʃ'itʃ'om,pebble,камешек,native,b
12,f,32,21,simkarta,SIM,сим-карта,loan,r
12,f,32,22,kots'i,besom,метла,native,b
12,f,32,23,ala,lid,крышка,native,r
12,f,32,24,zatʃetka,student's record-book,зачетка,loan,r
12,f,32,25,q'en,wall,стена,native,b
12,f,32,27,ts'iq'u,hoar frost,иней,native,b
12,f,32,29,hark'u,eye,глаз,native,b
12,f,32,30,rekun,thread,нитка,native,r
12,f,32,31,kredit,сredit,кредит,loan,b
12,f,32,32,roʃon,rope,веревка,native,r
12,f,32,33,ɡurdo,shirt,рубашка,native,r
12,f,32,34,ɬol,horseshoe,подкова,native,r
12,f,32,35,tatʃka,wheelbarrow,тачка,loan,r
12,f,32,36,pult,remote control,пульт,loan,b
12,f,32,37,telefon,telephon,телефон,loan,r
12,f,32,38,arkom,spoon,ложка,native,b
12,f,32,40,zaʒiɡalka,lighter,зажигалка,loan,b
12,f,32,41,sputnʲik,satellite,спутник,loan,b
12,f,32,42,zar,ice,лед,native,r
12,f,32,43,bil,mountain,гора,native,b
12,f,32,44,provod,wire,провод,loan,r
12,f,32,46,tɬ'ir,bridge,мост,native,b
12,f,32,47,salfʲetka,napkin,салфетка,loan,r
12,f,32,48,awʔara,hat,шапка,native,b
12,f,32,49,aptsʲeka,pharmacy,аптека,loan,b
12,f,32,51,ts'umur,fork,вилка,native,b
12,f,32,52,ħetʃ'ink'a,maize,кукуруза,native,r
12,f,32,53,anzi,snow,снег,native,r
12,f,32,55,bint,bandage,бинт,loan,b
12,f,32,56,hints'u,door,дверь,native,r
12,f,32,57,rok'o,heart,сердце,native,r
12,f,32,59,enʃːur,flour,мука,native,r
12,f,32,60,kolʲaska,perambulator,коляска,loan,r
12,f,32,61,planʲeta,planet,планета,loan,b
12,f,32,62,romaʃka,camomile,ромашка,loan,r
12,f,32,63,tarif,tariff,тариф,loan,b
12,f,32,64,antena,antenna,антенна,loan,r
12,f,32,65,maʃina,car,машина,loan,b
12,f,32,66,inχi,river,река,native,b
12,f,32,67,moʁortʃ'u,tail,хвост,native,b
12,f,32,68,nitʃo,scythe,коса,native,b
12,f,32,69,dʒinsɨ,jeans,джинсы,loan,r
12,f,32,70,ɡol,goal,гол,loan,r
12,f,32,71,kometa,comet,комета,loan,b
12,f,32,72,lift,lift,лифт,loan,b
12,f,32,73,mijar,head,голова,native,r
12,f,32,75,plastɨrʲ,plaster,пластырь,loan,b
12,f,32,76,zarʲadka,charging,зарядка,loan,b
12,f,32,77,banan,banana,банан,loan,b
12,f,32,78,ts'ːa,star,звезда,native,r
12,f,32,79,hunts'ːi,honey,мед,native,r
12,f,32,80,linʲejka,ruler,линейка,loan,r
12,f,32,81,intʃi,apple,яблоко,native,b
12,f,32,82,sol,tooth,зуб,native,r
12,f,32,83,sumka,bag,сумка,loan,b
12,f,32,84,radio,radio,радио,loan,b
12,f,32,85,reʃa,tree,дерево,native,r
12,f,32,86,tsʲelʲevʲizor,TV,телевизор,loan,b
12,f,32,89,"ʔʷen, ʁʷen",horn,рог,native,b
12,f,32,91,ʃĩwũ,milk,молоко,native,r
12,f,32,92,ɬen,water,вода,native,r
12,f,32,93,ritɬ'i,meat,мясо,native,b
12,f,32,95,ʁan,flat cake,лепешка,native,b
12,f,32,96,bank,bank,банк,loan,b
12,f,32,97,bilet,ticket,билет,loan,r
12,f,32,98,raketa,rocket,ракета,loan,b
12,f,32,100,za,fist,кулак,native,b
12,f,32,101,paket,package,пакет,loan,b
12,f,32,102,reɬo,sea,море,native,r
12,f,32,103,qχota,hand palm,ладонь,native,r
12,f,32,104,samolʲot,aeroplane,самолет,loan,b
12,f,32,105,rozʲetka,socket,розетка,loan,b
13,f,34,1,milki,hous,дом,native,b
13,f,34,2,vaɡon,train wagon,вагон,loan,r
13,f,34,3,inɡur,window,окно,native,b
13,f,34,4,ʁats'a,grasshopper,кузнечик,native,b
13,f,34,5,iʃkapi,cabinet,шкаф,loan,b
13,f,34,6,haq'u,room,комната,native,r
13,f,34,7,tʃ'ami,cheese,сыр,native,r
13,f,34,8,batarejka,battery,батарейка,loan,b
13,f,34,9,beʒun,needle,игла,native,b
13,f,34,10,kompjuter,computer,компьютер,loan,b
13,f,34,12,riʒi,face,лицо,native,r
13,f,34,13,ts'a,fire,огонь,native,r
13,f,34,14,priʃepka,clothes-peg,прищепка,loan,b
13,f,34,15,awʔal,nut,орех,native,r
13,f,34,16,kirpitʃ,brick,кирпич,loan,b
13,f,34,17,χur,"field, vegetable garden","поле, огород",native,b
13,f,34,18,tʃ'itʃ'om,pebble,камешек,native,b
13,f,34,21,simkarta,SIM,сим-карта,loan,b
13,f,34,22,kots'i,besom,метла,native,b
13,f,34,23,ala,lid,крышка,native,r
13,f,34,24,zatʃetka,student's record-book,зачетка,loan,b
13,f,34,25,q'en,wall,стена,native,b
13,f,34,27,ts'iq'u,hoar frost,иней,native,b
13,f,34,29,hark'u,eye,глаз,native,b
13,f,34,30,rekun,thread,нитка,native,r
13,f,34,31,kredit,сredit,кредит,loan,b
13,f,34,32,roʃon,rope,веревка,native,r
13,f,34,33,ɡurdo,shirt,рубашка,native,r
13,f,34,34,ɬol,horseshoe,подкова,native,r
13,f,34,35,tatʃka,wheelbarrow,тачка,loan,r
13,f,34,36,pult,remote control,пульт,loan,b
13,f,34,37,telefon,telephon,телефон,loan,r
13,f,34,38,arkom,spoon,ложка,native,b
13,f,34,40,zaʒiɡalka,lighter,зажигалка,loan,b
13,f,34,41,sputnʲik,satellite,спутник,loan,b
13,f,34,42,zar,ice,лед,native,r
13,f,34,43,bil,mountain,гора,native,b
13,f,34,44,provod,wire,провод,loan,r
13,f,34,46,tɬ'ir,bridge,мост,native,b
13,f,34,47,salfʲetka,napkin,салфетка,loan,r
13,f,34,48,awʔara,hat,шапка,native,b
13,f,34,49,aptsʲeka,pharmacy,аптека,loan,b
13,f,34,51,ts'umur,fork,вилка,native,b
13,f,34,52,ħetʃ'ink'a,maize,кукуруза,native,r
13,f,34,53,anzi,snow,снег,native,r
13,f,34,55,bint,bandage,бинт,loan,b
13,f,34,56,hints'u,door,дверь,native,r
13,f,34,57,rok'o,heart,сердце,native,r
13,f,34,59,enʃːur,flour,мука,native,r
13,f,34,60,kolʲaska,perambulator,коляска,loan,r
13,f,34,61,planʲeta,planet,планета,loan,b
13,f,34,62,romaʃka,camomile,ромашка,loan,r
13,f,34,63,tarif,tariff,тариф,loan,b
13,f,34,64,antena,antenna,антенна,loan,r
13,f,34,65,maʃina,car,машина,loan,b
13,f,34,66,inχi,river,река,native,b
13,f,34,67,moʁortʃ'u,tail,хвост,native,b
13,f,34,68,nitʃo,scythe,коса,native,b
13,f,34,69,dʒinsɨ,jeans,джинсы,loan,r
13,f,34,70,ɡol,goal,гол,loan,b
13,f,34,71,kometa,comet,комета,loan,b
13,f,34,72,lift,lift,лифт,loan,b
13,f,34,73,mijar,head,голова,native,r
13,f,34,75,plastɨrʲ,plaster,пластырь,loan,b
13,f,34,76,zarʲadka,charging,зарядка,loan,b
13,f,34,77,banan,banana,банан,loan,b
13,f,34,78,ts'ːa,star,звезда,native,r
13,f,34,79,hunts'ːi,honey,мед,native,r
13,f,34,80,linʲejka,ruler,линейка,loan,r
13,f,34,81,intʃi,apple,яблоко,native,b
13,f,34,82,sol,tooth,зуб,native,r
13,f,34,83,sumka,bag,сумка,loan,b
13,f,34,84,radio,radio,радио,loan,b
13,f,34,85,reʃa,tree,дерево,native,r
13,f,34,86,tsʲelʲevʲizor,TV,телевизор,loan,b
13,f,34,89,"ʔʷen, ʁʷen",horn,рог,native,b
13,f,34,91,ʃĩwũ,milk,молоко,native,r
13,f,34,92,ɬen,water,вода,native,r
13,f,34,93,ritɬ'i,meat,мясо,native,b
13,f,34,95,ʁan,flat cake,лепешка,native,b
13,f,34,96,bank,bank,банк,loan,b
13,f,34,97,bilet,ticket,билет,loan,r
13,f,34,98,raketa,rocket,ракета,loan,b
13,f,34,100,za,fist,кулак,native,b
13,f,34,101,paket,package,пакет,loan,r
13,f,34,102,reɬo,sea,море,native,r
13,f,34,103,qχota,hand palm,ладонь,native,r
13,f,34,104,samolʲot,aeroplane,самолет,loan,b
13,f,34,105,rozʲetka,socket,розетка,loan,b
14,f,53,1,milki,hous,дом,native,b
14,f,53,2,vaɡon,train wagon,вагон,loan,r
14,f,53,3,inɡur,window,окно,native,b
14,f,53,4,ʁats'a,grasshopper,кузнечик,native,b
14,f,53,5,iʃkapi,cabinet,шкаф,loan,b
14,f,53,6,haq'u,room,комната,native,r
14,f,53,7,tʃ'ami,cheese,сыр,native,r
14,f,53,8,batarejka,battery,батарейка,loan,b
14,f,53,9,beʒun,needle,игла,native,b
14,f,53,10,kompjuter,computer,компьютер,loan,b
14,f,53,12,riʒi,face,лицо,native,r
14,f,53,13,ts'a,fire,огонь,native,r
14,f,53,14,priʃepka,clothes-peg,прищепка,loan,b
14,f,53,15,awʔal,nut,орех,native,r
14,f,53,16,kirpitʃ,brick,кирпич,loan,b
14,f,53,17,χur,"field, vegetable garden","поле, огород",native,b
14,f,53,18,tʃ'itʃ'om,pebble,камешек,native,b
14,f,53,21,simkarta,SIM,сим-карта,loan,b
14,f,53,22,kots'i,besom,метла,native,b
14,f,53,23,ala,lid,крышка,native,r
14,f,53,24,zatʃetka,student's record-book,зачетка,loan,r
14,f,53,25,q'en,wall,стена,native,b
14,f,53,27,ts'iq'u,hoar frost,иней,native,b
14,f,53,29,hark'u,eye,глаз,native,b
14,f,53,30,rekun,thread,нитка,native,r
14,f,53,31,kredit,сredit,кредит,loan,b
14,f,53,32,roʃon,rope,веревка,native,r
14,f,53,33,ɡurdo,shirt,рубашка,native,r
14,f,53,34,ɬol,horseshoe,подкова,native,r
14,f,53,35,tatʃka,wheelbarrow,тачка,loan,r
14,f,53,36,pult,remote control,пульт,loan,b
14,f,53,37,telefon,telephon,телефон,loan,r
14,f,53,38,arkom,spoon,ложка,native,b
14,f,53,40,zaʒiɡalka,lighter,зажигалка,loan,b
14,f,53,41,sputnʲik,satellite,спутник,loan,b
14,f,53,42,zar,ice,лед,native,r
14,f,53,43,bil,mountain,гора,native,b
14,f,53,44,provod,wire,провод,loan,b
14,f,53,46,tɬ'ir,bridge,мост,native,b
14,f,53,47,salfʲetka,napkin,салфетка,loan,r
14,f,53,48,awʔara,hat,шапка,native,b
14,f,53,49,aptsʲeka,pharmacy,аптека,loan,b
14,f,53,51,ts'umur,fork,вилка,native,b
14,f,53,52,ħetʃ'ink'a,maize,кукуруза,native,r
14,f,53,53,anzi,snow,снег,native,r
14,f,53,55,bint,bandage,бинт,loan,b
14,f,53,56,hints'u,door,дверь,native,r
14,f,53,57,rok'o,heart,сердце,native,r
14,f,53,59,enʃːur,flour,мука,native,r
14,f,53,60,kolʲaska,perambulator,коляска,loan,r
14,f,53,61,planʲeta,planet,планета,loan,b
14,f,53,62,romaʃka,camomile,ромашка,loan,r
14,f,53,63,tarif,tariff,тариф,loan,r
14,f,53,64,antena,antenna,антенна,loan,r
14,f,53,65,maʃina,car,машина,loan,b
14,f,53,66,inχi,river,река,native,b
14,f,53,67,moʁortʃ'u,tail,хвост,native,b
14,f,53,68,nitʃo,scythe,коса,native,b
14,f,53,69,dʒinsɨ,jeans,джинсы,loan,r
14,f,53,70,ɡol,goal,гол,loan,r
14,f,53,71,kometa,comet,комета,loan,b
14,f,53,72,lift,lift,лифт,loan,b
14,f,53,73,mijar,head,голова,native,r
14,f,53,75,plastɨrʲ,plaster,пластырь,loan,b
14,f,53,76,zarʲadka,charging,зарядка,loan,b
14,f,53,77,banan,banana,банан,loan,b
14,f,53,78,ts'ːa,star,звезда,native,r
14,f,53,79,hunts'ːi,honey,мед,native,r
14,f,53,80,linʲejka,ruler,линейка,loan,r
14,f,53,81,intʃi,apple,яблоко,native,b
14,f,53,82,sol,tooth,зуб,native,r
14,f,53,83,sumka,bag,сумка,loan,b
14,f,53,84,radio,radio,радио,loan,b
14,f,53,85,reʃa,tree,дерево,native,r
14,f,53,86,tsʲelʲevʲizor,TV,телевизор,loan,b
14,f,53,89,"ʔʷen, ʁʷen",horn,рог,native,b
14,f,53,91,ʃĩwũ,milk,молоко,native,r
14,f,53,92,ɬen,water,вода,native,r
14,f,53,93,ritɬ'i,meat,мясо,native,b
14,f,53,95,ʁan,flat cake,лепешка,native,b
14,f,53,96,bank,bank,банк,loan,b
14,f,53,97,bilet,ticket,билет,loan,r
14,f,53,98,raketa,rocket,ракета,loan,r
14,f,53,100,za,fist,кулак,native,b
14,f,53,101,paket,package,пакет,loan,r
14,f,53,102,reɬo,sea,море,native,r
14,f,53,103,qχota,hand palm,ладонь,native,r
14,f,53,104,samolʲot,aeroplane,самолет,loan,b
14,f,53,105,rozʲetka,socket,розетка,loan,b
15,m,17,1,milki,hous,дом,native,b
15,m,17,2,vaɡon,train wagon,вагон,loan,r
15,m,17,3,inɡur,window,окно,native,b
15,m,17,4,ʁats'a,grasshopper,кузнечик,native,b
15,m,17,5,iʃkapi,cabinet,шкаф,loan,b
15,m,17,6,haq'u,room,комната,native,r
15,m,17,7,tʃ'ami,cheese,сыр,native,r
15,m,17,8,batarejka,battery,батарейка,loan,b
15,m,17,9,beʒun,needle,игла,native,b
15,m,17,10,kompjuter,computer,компьютер,loan,b
15,m,17,12,riʒi,face,лицо,native,r
15,m,17,13,ts'a,fire,огонь,native,r
15,m,17,14,priʃepka,clothes-peg,прищепка,loan,b
15,m,17,15,awʔal,nut,орех,native,r
15,m,17,16,kirpitʃ,brick,кирпич,loan,b
15,m,17,17,χur,"field, vegetable garden","поле, огород",native,r
15,m,17,18,tʃ'itʃ'om,pebble,камешек,native,b
15,m,17,21,simkarta,SIM,сим-карта,loan,r
15,m,17,22,kots'i,besom,метла,native,b
15,m,17,23,ala,lid,крышка,native,r
15,m,17,24,zatʃetka,student's record-book,зачетка,loan,r
15,m,17,25,q'en,wall,стена,native,b
15,m,17,27,ts'iq'u,hoar frost,иней,native,b
15,m,17,29,hark'u,eye,глаз,native,b
15,m,17,30,rekun,thread,нитка,native,r
15,m,17,31,kredit,сredit,кредит,loan,b
15,m,17,32,roʃon,rope,веревка,native,r
15,m,17,33,ɡurdo,shirt,рубашка,native,r
15,m,17,34,ɬol,horseshoe,подкова,native,r
15,m,17,35,tatʃka,wheelbarrow,тачка,loan,r
15,m,17,36,pult,remote control,пульт,loan,b
15,m,17,37,telefon,telephon,телефон,loan,r
15,m,17,38,arkom,spoon,ложка,native,b
15,m,17,40,zaʒiɡalka,lighter,зажигалка,loan,b
15,m,17,41,sputnʲik,satellite,спутник,loan,r
15,m,17,42,zar,ice,лед,native,r
15,m,17,43,bil,mountain,гора,native,b
15,m,17,44,provod,wire,провод,loan,r
15,m,17,46,tɬ'ir,bridge,мост,native,b
15,m,17,47,salfʲetka,napkin,салфетка,loan,r
15,m,17,48,awʔara,hat,шапка,native,b
15,m,17,49,aptsʲeka,pharmacy,аптека,loan,b
15,m,17,51,ts'umur,fork,вилка,native,b
15,m,17,52,ħetʃ'ink'a,maize,кукуруза,native,r
15,m,17,53,anzi,snow,снег,native,r
15,m,17,55,bint,bandage,бинт,loan,b
15,m,17,56,hints'u,door,дверь,native,r
15,m,17,57,rok'o,heart,сердце,native,r
15,m,17,59,enʃːur,flour,мука,native,r
15,m,17,60,kolʲaska,perambulator,коляска,loan,r
15,m,17,61,planʲeta,planet,планета,loan,b
15,m,17,62,romaʃka,camomile,ромашка,loan,r
15,m,17,63,tarif,tariff,тариф,loan,b
15,m,17,64,antena,antenna,антенна,loan,r
15,m,17,65,maʃina,car,машина,loan,b
15,m,17,66,inχi,river,река,native,b
15,m,17,67,moʁortʃ'u,tail,хвост,native,b
15,m,17,68,nitʃo,scythe,коса,native,b
15,m,17,69,dʒinsɨ,jeans,джинсы,loan,r
15,m,17,70,ɡol,goal,гол,loan,r
15,m,17,71,kometa,comet,комета,loan,b
15,m,17,72,lift,lift,лифт,loan,r
15,m,17,73,mijar,head,голова,native,r
15,m,17,75,plastɨrʲ,plaster,пластырь,loan,r
15,m,17,76,zarʲadka,charging,зарядка,loan,b
15,m,17,77,banan,banana,банан,loan,b
15,m,17,78,ts'ːa,star,звезда,native,r
15,m,17,79,hunts'ːi,honey,мед,native,r
15,m,17,80,linʲejka,ruler,линейка,loan,r
15,m,17,81,intʃi,apple,яблоко,native,b
15,m,17,82,sol,tooth,зуб,native,r
15,m,17,83,sumka,bag,сумка,loan,b
15,m,17,84,radio,radio,радио,loan,b
15,m,17,85,reʃa,tree,дерево,native,r
15,m,17,86,tsʲelʲevʲizor,TV,телевизор,loan,b
15,m,17,89,"ʔʷen, ʁʷen",horn,рог,native,b
15,m,17,91,ʃĩwũ,milk,молоко,native,r
15,m,17,92,ɬen,water,вода,native,r
15,m,17,93,ritɬ'i,meat,мясо,native,b
15,m,17,95,ʁan,flat cake,лепешка,native,b
15,m,17,96,bank,bank,банк,loan,b
15,m,17,97,bilet,ticket,билет,loan,r
15,m,17,98,raketa,rocket,ракета,loan,r
15,m,17,100,za,fist,кулак,native,b
15,m,17,101,paket,package,пакет,loan,r
15,m,17,102,reɬo,sea,море,native,r
15,m,17,103,qχota,hand palm,ладонь,native,r
15,m,17,104,samolʲot,aeroplane,самолет,loan,b
15,m,17,105,rozʲetka,socket,розетка,loan,b
16,m,53,1,milki,hous,дом,native,b
16,m,53,2,vaɡon,train wagon,вагон,loan,r
16,m,53,3,inɡur,window,окно,native,b
16,m,53,4,ʁats'a,grasshopper,кузнечик,native,b
16,m,53,5,iʃkapi,cabinet,шкаф,loan,b
16,m,53,6,haq'u,room,комната,native,r
16,m,53,7,tʃ'ami,cheese,сыр,native,r
16,m,53,8,batarejka,battery,батарейка,loan,b
16,m,53,9,beʒun,needle,игла,native,b
16,m,53,10,kompjuter,computer,компьютер,loan,b
16,m,53,12,riʒi,face,лицо,native,r
16,m,53,13,ts'a,fire,огонь,native,r
16,m,53,14,priʃepka,clothes-peg,прищепка,loan,b
16,m,53,15,awʔal,nut,орех,native,r
16,m,53,16,kirpitʃ,brick,кирпич,loan,b
16,m,53,17,χur,"field, vegetable garden","поле, огород",native,r
16,m,53,18,tʃ'itʃ'om,pebble,камешек,native,b
16,m,53,21,simkarta,SIM,сим-карта,loan,b
16,m,53,22,kots'i,besom,метла,native,b
16,m,53,23,ala,lid,крышка,native,r
16,m,53,24,zatʃetka,student's record-book,зачетка,loan,b
16,m,53,25,q'en,wall,стена,native,b
16,m,53,27,ts'iq'u,hoar frost,иней,native,b
16,m,53,29,hark'u,eye,глаз,native,b
16,m,53,30,rekun,thread,нитка,native,r
16,m,53,31,kredit,сredit,кредит,loan,b
16,m,53,32,roʃon,rope,веревка,native,r
16,m,53,33,ɡurdo,shirt,рубашка,native,r
16,m,53,34,ɬol,horseshoe,подкова,native,r
16,m,53,35,tatʃka,wheelbarrow,тачка,loan,r
16,m,53,36,pult,remote control,пульт,loan,b
16,m,53,37,telefon,telephon,телефон,loan,r
16,m,53,38,arkom,spoon,ложка,native,b
16,m,53,40,zaʒiɡalka,lighter,зажигалка,loan,b
16,m,53,41,sputnʲik,satellite,спутник,loan,b
16,m,53,42,zar,ice,лед,native,r
16,m,53,43,bil,mountain,гора,native,b
16,m,53,44,provod,wire,провод,loan,r
16,m,53,46,tɬ'ir,bridge,мост,native,b
16,m,53,47,salfʲetka,napkin,салфетка,loan,r
16,m,53,48,awʔara,hat,шапка,native,b
16,m,53,49,aptsʲeka,pharmacy,аптека,loan,b
16,m,53,51,ts'umur,fork,вилка,native,b
16,m,53,52,ħetʃ'ink'a,maize,кукуруза,native,r
16,m,53,53,anzi,snow,снег,native,r
16,m,53,55,bint,bandage,бинт,loan,b
16,m,53,56,hints'u,door,дверь,native,r
16,m,53,57,rok'o,heart,сердце,native,r
16,m,53,59,enʃːur,flour,мука,native,r
16,m,53,60,kolʲaska,perambulator,коляска,loan,r
16,m,53,61,planʲeta,planet,планета,loan,b
16,m,53,62,romaʃka,camomile,ромашка,loan,r
16,m,53,63,tarif,tariff,тариф,loan,b
16,m,53,64,antena,antenna,антенна,loan,r
16,m,53,65,maʃina,car,машина,loan,b
16,m,53,66,inχi,river,река,native,b
16,m,53,67,moʁortʃ'u,tail,хвост,native,b
16,m,53,68,nitʃo,scythe,коса,native,b
16,m,53,69,dʒinsɨ,jeans,джинсы,loan,r
16,m,53,70,ɡol,goal,гол,loan,b
16,m,53,71,kometa,comet,комета,loan,b
16,m,53,72,lift,lift,лифт,loan,b
16,m,53,73,mijar,head,голова,native,r
16,m,53,75,plastɨrʲ,plaster,пластырь,loan,b
16,m,53,76,zarʲadka,charging,зарядка,loan,b
16,m,53,77,banan,banana,банан,loan,b
16,m,53,78,ts'ːa,star,звезда,native,r
16,m,53,79,hunts'ːi,honey,мед,native,r
16,m,53,80,linʲejka,ruler,линейка,loan,r
16,m,53,81,intʃi,apple,яблоко,native,b
16,m,53,82,sol,tooth,зуб,native,r
16,m,53,83,sumka,bag,сумка,loan,b
16,m,53,84,radio,radio,радио,loan,b
16,m,53,85,reʃa,tree,дерево,native,r
16,m,53,86,tsʲelʲevʲizor,TV,телевизор,loan,b
16,m,53,89,"ʔʷen, ʁʷen",horn,рог,native,b
16,m,53,91,ʃĩwũ,milk,молоко,native,r
16,m,53,92,ɬen,water,вода,native,r
16,m,53,93,ritɬ'i,meat,мясо,native,b
16,m,53,95,ʁan,flat cake,лепешка,native,b
16,m,53,96,bank,bank,банк,loan,b
16,m,53,97,bilet,ticket,билет,loan,r
16,m,53,98,raketa,rocket,ракета,loan,b
16,m,53,100,za,fist,кулак,native,b
16,m,53,101,paket,package,пакет,loan,b
16,m,53,102,reɬo,sea,море,native,r
16,m,53,103,qχota,hand palm,ладонь,native,r
16,m,53,104,samolʲot,aeroplane,самолет,loan,b
16,m,53,105,rozʲetka,socket,розетка,loan,b
